Skip?,Status,city,lat,lng,radius,query
Yes,🔄,New York,40.64925564840082,-73.82425066789472,13000,Boutique Cosmetics Store
Yes,🔄,New York,40.60998307931944,-73.66479110160493,13000,Boutique Cosmetics Store
Yes,🔄,New York,40.90785076661812,-73.71438747605534,13000,Boutique Cosmetics Store
Yes,🔄,New York,41.01066768729868,-73.81322903287186,13000,Boutique Cosmetics Store
Yes,🔄,New York,40.9713951182173,-73.97315803130195,13000,Boutique Cosmetics Store
Yes,🔄,New York,40.844306415018934,-73.97315803130195,13000,Boutique Cosmetics Store
Yes,🔄,New York,40.80503384593756,-73.81322903287186,13000,Boutique Cosmetics Store
Yes,🔄,New York,40.90785076661812,-74.01152283429415,13000,Boutique Cosmetics Store
Yes,🔄,New York,41.01066768729868,-74.11036439111068,13000,Boutique Cosmetics Store
Yes,🔄,New York,40.9713951182173,-74.27029338954077,13000,Boutique Cosmetics Store
Yes,🔄,New York,40.844306415018934,-74.27029338954077,13000,Boutique Cosmetics Store
No,,New York,40.80503384593756,-74.11036439111068,13000,Boutique Cosmetics Store
Yes,🔄,New York,40.7128,-74.1605103862842,13000,Boutique Cosmetics Store
Yes,🔄,New York,40.81561692068056,-74.2590618180826,13000,Boutique Cosmetics Store
Yes,🔄,New York,40.776344351599185,-74.41852138437238,13000,Boutique Cosmetics Store
Yes,🔄,New York,40.64925564840082,-74.41852138437238,13000,Boutique Cosmetics Store
Yes,🔄,New York,40.60998307931944,-74.2590618180826,13000,Boutique Cosmetics Store
Yes,🔄,New York,40.517749233381885,-74.01235847912966,13000,Boutique Cosmetics Store
Yes,🔄,New York,40.620566154062445,-74.11062261956612,13000,Boutique Cosmetics Store
Yes,🔄,New York,40.58129358498107,-74.26961733866759,13000,Boutique Cosmetics Store
Yes,🔄,New York,40.4542048817827,-74.26961733866759,13000,Boutique Cosmetics Store
Yes,🔄,New York,40.414932312701325,-74.11062261956612,13000,Boutique Cosmetics Store
Yes,🔄,New York,40.517749233381885,-73.71522312089084,13000,Boutique Cosmetics Store
Yes,🔄,New York,40.620566154062445,-73.8134872613273,13000,Boutique Cosmetics Store
Yes,🔄,New York,40.58129358498107,-73.97248198042877,13000,Boutique Cosmetics Store
Yes,🔄,New York,40.4542048817827,-73.97248198042877,13000,Boutique Cosmetics Store
Yes,🔄,New York,40.414932312701325,-73.8134872613273,13000,Boutique Cosmetics Store
Yes,✅,Los Angeles,34.247250766618116,-118.2488351018981,13000,Soap store
Yes,✅,Los Angeles,34.350067687298676,-118.33920450848332,13000,Soap store
Yes,✅,Los Angeles,34.3107951182173,-118.48542527988138,13000,Soap store
Yes,✅,Los Angeles,34.18370641501893,-118.48542527988138,13000,Soap store
Yes,✅,Los Angeles,34.144433845937556,-118.33920450848332,13000,Soap store
Yes,🔄,Los Angeles,34.0522,-118.38505569315453,13000,Soap store
Yes,✅,Los Angeles,34.15501692068056,-118.47521666089433,13000,Soap store
Yes,✅,Los Angeles,34.11574435159918,-118.62110017115592,13000,Soap store
Yes,🔄,Los Angeles,33.988655648400815,-118.62110017115592,13000,Soap store
Yes,✅,Los Angeles,33.94938307931944,-118.47521666089433,13000,Soap store
Yes,✅,Los Angeles,33.85714923338188,-118.24943551937663,13000,Soap store
Yes,✅,Los Angeles,33.95996615406244,-118.33939004768791,13000,Soap store
Yes,✅,Los Angeles,33.920693584981066,-118.48493953193753,13000,Soap store
Yes,✅,Los Angeles,33.7936048817827,-118.48493953193753,13000,Soap store
Yes,✅,Los Angeles,33.75433231270132,-118.33939004768791,13000,Soap store
Yes,✅,Los Angeles,33.85714923338188,-117.97759764792563,13000,Soap store
Yes,✅,Los Angeles,33.95996615406244,-118.06755217623692,13000,Soap store
Yes,🔄,Los Angeles,33.920693584981066,-118.21310166048653,13000,Soap store
Yes,✅,Los Angeles,33.7936048817827,-118.21310166048653,13000,Soap store
Yes,✅,Los Angeles,33.75433231270132,-118.06755217623692,13000,Soap store
Yes,🔄,Los Angeles,34.0522,-117.84137995025253,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,34.15501692068056,-117.93154091799234,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,34.11574435159918,-118.07742442825392,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,33.988655648400815,-118.07742442825392,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,33.94938307931944,-117.93154091799234,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,34.247250766618116,-117.9769972304471,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,34.350067687298676,-118.06736663703232,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,34.3107951182173,-118.21358740843039,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,34.18370641501893,-118.21358740843039,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,34.144433845937556,-118.06736663703232,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,34.247250766618116,-118.2488351018981,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,34.350067687298676,-118.33920450848332,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,34.3107951182173,-118.48542527988138,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,34.18370641501893,-118.48542527988138,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,34.144433845937556,-118.33920450848332,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,34.0522,-118.38505569315453,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,34.15501692068056,-118.47521666089433,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,34.11574435159918,-118.62110017115592,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,33.988655648400815,-118.62110017115592,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,33.94938307931944,-118.47521666089433,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,33.85714923338188,-118.24943551937663,13000,Boutique Cosmetics Store
No,,Los Angeles,33.95996615406244,-118.33939004768791,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,33.920693584981066,-118.48493953193753,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,33.7936048817827,-118.48493953193753,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,33.75433231270132,-118.33939004768791,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,33.85714923338188,-117.97759764792563,13000,Boutique Cosmetics Store
No,,Los Angeles,33.95996615406244,-118.06755217623692,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,33.920693584981066,-118.21310166048653,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,33.7936048817827,-118.21310166048653,13000,Boutique Cosmetics Store
Yes,🔄,Los Angeles,33.75433231270132,-118.06755217623692,13000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.7749,-121.9976851095361,13000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.87771692068056,-122.09219251143759,13000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.838444351599186,-122.24510869990263,13000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.71135564840082,-122.24510869990263,13000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.67208307931944,-122.09219251143759,13000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.96995076661812,-122.1397937672452,13000,Boutique Cosmetics Store
Yes,🔄,San Francisco,38.07276768729868,-122.23455171203156,13000,Boutique Cosmetics Store
Yes,🔄,San Francisco,38.0334951182173,-122.38787328739998,13000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.906406415018935,-122.38787328739998,13000,Boutique Cosmetics Store
No,,San Francisco,37.86713384593756,-122.23455171203156,13000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.96995076661812,-122.42473626080188,13000,Boutique Cosmetics Store
Yes,🔄,San Francisco,38.07276768729868,-122.51949420558824,13000,Boutique Cosmetics Store
Yes,🔄,San Francisco,38.0334951182173,-122.67281578095667,13000,Boutique Cosmetics Store
No,,San Francisco,37.906406415018935,-122.67281578095667,13000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.86713384593756,-122.51949420558824,13000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.7749,-122.56757009664948,13000,Boutique Cosmetics Store
No,,San Francisco,37.87771692068056,-122.66207749855096,13000,Boutique Cosmetics Store
No,,San Francisco,37.838444351599186,-122.814993687016,13000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.71135564840082,-122.814993687016,13000,Boutique Cosmetics Store
No,,San Francisco,37.67208307931944,-122.66207749855096,13000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.579849233381886,-122.42545794986549,13000,Boutique Cosmetics Store
No,,San Francisco,37.682666154062446,-122.51971721977355,13000,Boutique Cosmetics Store
No,,San Francisco,37.64339358498107,-122.67223192223955,13000,Boutique Cosmetics Store
No,,San Francisco,37.5163048817827,-122.67223192223955,13000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.477032312701326,-122.51971721977355,13000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.579849233381886,-122.1405154563088,13000,Boutique Cosmetics Store
No,,San Francisco,37.682666154062446,-122.23477472621687,13000,Boutique Cosmetics Store
No,,San Francisco,37.64339358498107,-122.38728942868286,13000,Boutique Cosmetics Store
No,,San Francisco,37.5163048817827,-122.38728942868286,13000,Boutique Cosmetics Store
Yes,🔄,San Francisco,37.477032312701326,-122.23477472621687,13000,Boutique Cosmetics Store
Yes,🔄,New York,40.7128,-73.56623966980654,13000,Soap store
No,,New York,40.7128,-73.48304176949966,6000,Soap store
No,,New York,40.76741421465307,-73.52464071965309,6000,Soap store
No,,New York,40.76741421465307,-73.60783861995998,6000,Soap store
No,,New York,40.7128,-73.6494375701134,6000,Soap store
No,,New York,40.65818578534693,-73.60783861995998,6000,Soap store
No,,New York,40.65818578534693,-73.52464071965309,6000,Soap store
Yes,🔄,New York,40.776344351599185,-73.82425066789472,13000,Soap store
No,,New York,40.776344351599185,-73.74097323876966,6000,Soap store
No,,New York,40.83095856625226,-73.7826119533322,6000,Soap store
No,,New York,40.83095856625226,-73.86588938245724,6000,Soap store
No,,New York,40.776344351599185,-73.90752809701978,6000,Soap store
No,,New York,40.721730136946114,-73.86588938245724,6000,Soap store
No,,New York,40.721730136946114,-73.7826119533322,6000,Soap store
Yes,🔄,New York,40.64925564840082,-73.82425066789472,13000,Soap store
No,,New York,40.64925564840082,-73.74113204251387,6000,Soap store
No,,New York,40.70386986305389,-73.78269135520429,6000,Soap store
No,,New York,40.70386986305389,-73.86580998058514,6000,Soap store
No,,New York,40.64925564840082,-73.90736929327556,6000,Soap store
No,,New York,40.594641433747746,-73.86580998058514,6000,Soap store
No,,New York,40.594641433747746,-73.78269135520429,6000,Soap store
Yes,🔄,New York,40.60998307931944,-73.66479110160493,13000,Soap store
No,,New York,40.60998307931944,-73.58172134427831,6000,Soap store
No,,New York,40.66459729397251,-73.62325622294162,6000,Soap store
No,,New York,40.66459729397251,-73.70632598026825,6000,Soap store
No,,New York,40.60998307931944,-73.74786085893156,6000,Soap store
No,,New York,40.55536886466637,-73.70632598026825,6000,Soap store
No,,New York,40.55536886466637,-73.62325622294162,6000,Soap store
Yes,🔄,New York,40.844306415018934,-73.97315803130195,13000,Soap store
No,,New York,40.844306415018934,-73.88979526235005,6000,Soap store
No,,New York,40.898920629672006,-73.931476646826,6000,Soap store
No,,New York,40.898920629672006,-74.0148394157779,6000,Soap store
No,,New York,40.844306415018934,-74.05652080025385,6000,Soap store
No,,New York,40.78969220036586,-74.0148394157779,6000,Soap store
No,,New York,40.78969220036586,-73.931476646826,6000,Soap store
Yes,🔄,New York,40.80503384593756,-73.81322903287186,13000,Soap store
No,,New York,40.80503384593756,-73.72991561402327,6000,Soap store
No,,New York,40.85964806059063,-73.77157232344756,6000,Soap store
No,,New York,40.85964806059063,-73.85488574229616,6000,Soap store
No,,New York,40.80503384593756,-73.89654245172045,6000,Soap store
No,,New York,40.75041963128449,-73.85488574229616,6000,Soap store
No,,New York,40.75041963128449,-73.77157232344756,6000,Soap store
Yes,🔄,New York,40.90785076661812,-74.01152283429415,13000,Soap store
No,,New York,40.90785076661812,-73.92808000814608,6000,Soap store
No,,New York,40.96246498127119,-73.96980142122013,6000,Soap store
No,,New York,40.96246498127119,-74.05324424736818,6000,Soap store
No,,New York,40.90785076661812,-74.09496566044223,6000,Soap store
No,,New York,40.85323655196505,-74.05324424736818,6000,Soap store
No,,New York,40.85323655196505,-73.96980142122013,6000,Soap store
Yes,🔄,New York,40.9713951182173,-74.27029338954077,13000,Soap store
No,,New York,40.9713951182173,-74.18677024945029,6000,Soap store
No,,New York,41.02600933287037,-74.22853181949553,6000,Soap store
No,,New York,41.02600933287037,-74.312054959586,6000,Soap store
No,,New York,40.9713951182173,-74.35381652963125,6000,Soap store
No,,New York,40.91678090356423,-74.312054959586,6000,Soap store
No,,New York,40.91678090356423,-74.22853181949553,6000,Soap store
Yes,🔄,New York,40.80503384593756,-74.11036439111068,13000,Soap store
No,,New York,40.80503384593756,-74.02705097226209,6000,Soap store
No,,New York,40.85964806059063,-74.06870768168638,6000,Soap store
No,,New York,40.85964806059063,-74.15202110053498,6000,Soap store
No,,New York,40.80503384593756,-74.19367780995927,6000,Soap store
No,,New York,40.75041963128449,-74.15202110053498,6000,Soap store
No,,New York,40.75041963128449,-74.06870768168638,6000,Soap store
Yes,🔄,New York,40.7128,-74.1605103862842,13000,Soap store
No,,New York,40.7128,-74.07731248597733,6000,Soap store
No,,New York,40.76741421465307,-74.11891143613076,6000,Soap store
No,,New York,40.76741421465307,-74.20210933643764,6000,Soap store
No,,New York,40.7128,-74.24370828659107,6000,Soap store
No,,New York,40.65818578534693,-74.20210933643764,6000,Soap store
No,,New York,40.65818578534693,-74.11891143613076,6000,Soap store
Yes,🔄,New York,40.60998307931944,-74.2590618180826,13000,Soap store
No,,New York,40.60998307931944,-74.17599206075597,6000,Soap store
No,,New York,40.66459729397251,-74.21752693941929,6000,Soap store
No,,New York,40.66459729397251,-74.30059669674591,6000,Soap store
No,,New York,40.60998307931944,-74.34213157540923,6000,Soap store
No,,New York,40.55536886466637,-74.30059669674591,6000,Soap store
No,,New York,40.55536886466637,-74.21752693941929,6000,Soap store
Yes,🔄,New York,40.517749233381885,-74.01235847912966,13000,Soap store
No,,New York,40.517749233381885,-73.92940311246898,6000,Soap store
No,,New York,40.572363448034956,-73.97088079579932,6000,Soap store
No,,New York,40.572363448034956,-74.05383616246,6000,Soap store
No,,New York,40.517749233381885,-74.09531384579034,6000,Soap store
No,,New York,40.46313501872881,-74.05383616246,6000,Soap store
No,,New York,40.46313501872881,-73.97088079579932,6000,Soap store
Yes,🔄,New York,40.620566154062445,-74.11062261956612,13000,Soap store
No,,New York,40.620566154062445,-74.02753970289581,6000,Soap store
No,,New York,40.675180368715516,-74.06908116123095,6000,Soap store
No,,New York,40.675180368715516,-74.15216407790128,6000,Soap store
No,,New York,40.620566154062445,-74.19370553623642,6000,Soap store
No,,New York,40.56595193940937,-74.15216407790128,6000,Soap store
No,,New York,40.56595193940937,-74.06908116123095,6000,Soap store
Yes,🔄,New York,40.4542048817827,-74.26961733866759,13000,Soap store
No,,New York,40.4542048817827,-74.18674047332942,6000,Soap store
No,,New York,40.50881909643577,-74.2281789059985,6000,Soap store
No,,New York,40.50881909643577,-74.31105577133667,6000,Soap store
No,,New York,40.4542048817827,-74.35249420400575,6000,Soap store
No,,New York,40.39959066712963,-74.31105577133667,6000,Soap store
No,,New York,40.39959066712963,-74.2281789059985,6000,Soap store
Yes,🔄,New York,40.620566154062445,-73.8134872613273,13000,Soap store
No,,New York,40.620566154062445,-73.73040434465699,6000,Soap store
No,,New York,40.675180368715516,-73.77194580299214,6000,Soap store
No,,New York,40.675180368715516,-73.85502871966246,6000,Soap store
No,,New York,40.620566154062445,-73.8965701779976,6000,Soap store
No,,New York,40.56595193940937,-73.85502871966246,6000,Soap store
No,,New York,40.56595193940937,-73.77194580299214,6000,Soap store
Yes,🔄,New York,40.58129358498107,-73.97248198042877,13000,Soap store
No,,New York,40.58129358498107,-73.88944786136136,6000,Soap store
No,,New York,40.63590779963414,-73.93096492089506,6000,Soap store
No,,New York,40.63590779963414,-74.01399903996247,6000,Soap store
No,,New York,40.58129358498107,-74.05551609949617,6000,Soap store
No,,New York,40.526679370328,-74.01399903996247,6000,Soap store
No,,New York,40.526679370328,-73.93096492089506,6000,Soap store
Yes,🔄,New York,40.4542048817827,-73.97248198042877,13000,Soap store
No,,New York,40.4542048817827,-73.8896051150906,6000,Soap store
No,,New York,40.50881909643577,-73.93104354775969,6000,Soap store
No,,New York,40.50881909643577,-74.01392041309785,6000,Soap store
No,,New York,40.4542048817827,-74.05535884576693,6000,Soap store
No,,New York,40.39959066712963,-74.01392041309785,6000,Soap store
No,,New York,40.39959066712963,-73.93104354775969,6000,Soap store
Yes,🔄,New York,40.414932312701325,-73.8134872613273,13000,Soap store
No,,New York,40.414932312701325,-73.73065878732758,6000,Soap store
No,,New York,40.469546527354396,-73.77207302432744,6000,Soap store
No,,New York,40.469546527354396,-73.85490149832715,6000,Soap store
No,,New York,40.414932312701325,-73.89631573532701,6000,Soap store
No,,New York,40.36031809804825,-73.85490149832715,6000,Soap store
No,,New York,40.36031809804825,-73.77207302432744,6000,Soap store
Yes,🔄,New York,40.7128,-73.56623966980654,13000,Boutique Cosmetics Store
No,,New York,40.7128,-73.48304176949966,6000,Boutique Cosmetics Store
No,,New York,40.76741421465307,-73.52464071965309,6000,Boutique Cosmetics Store
No,,New York,40.76741421465307,-73.60783861995998,6000,Boutique Cosmetics Store
No,,New York,40.7128,-73.6494375701134,6000,Boutique Cosmetics Store
No,,New York,40.65818578534693,-73.60783861995998,6000,Boutique Cosmetics Store
No,,New York,40.65818578534693,-73.52464071965309,6000,Boutique Cosmetics Store
Yes,🔄,New York,40.81561692068056,-73.66479110160493,13000,Boutique Cosmetics Store
No,,New York,40.81561692068056,-73.5814643936178,6000,Boutique Cosmetics Store
No,,New York,40.87023113533363,-73.62312774761136,6000,Boutique Cosmetics Store
No,,New York,40.87023113533363,-73.7064544555985,6000,Boutique Cosmetics Store
No,,New York,40.81561692068056,-73.74811780959207,6000,Boutique Cosmetics Store
No,,New York,40.76100270602749,-73.7064544555985,6000,Boutique Cosmetics Store
No,,New York,40.76100270602749,-73.62312774761136,6000,Boutique Cosmetics Store
Yes,🔄,New York,40.776344351599185,-73.82425066789472,13000,Boutique Cosmetics Store
No,,New York,40.776344351599185,-73.74097323876966,6000,Boutique Cosmetics Store
No,,New York,40.83095856625226,-73.7826119533322,6000,Boutique Cosmetics Store
No,,New York,40.83095856625226,-73.86588938245724,6000,Boutique Cosmetics Store
No,,New York,40.776344351599185,-73.90752809701978,6000,Boutique Cosmetics Store
No,,New York,40.721730136946114,-73.86588938245724,6000,Boutique Cosmetics Store
No,,New York,40.721730136946114,-73.7826119533322,6000,Boutique Cosmetics Store
Yes,🔄,New York,40.64925564840082,-73.82425066789472,13000,Boutique Cosmetics Store
No,,New York,40.64925564840082,-73.74113204251387,6000,Boutique Cosmetics Store
No,,New York,40.70386986305389,-73.78269135520429,6000,Boutique Cosmetics Store
No,,New York,40.70386986305389,-73.86580998058514,6000,Boutique Cosmetics Store
No,,New York,40.64925564840082,-73.90736929327556,6000,Boutique Cosmetics Store
No,,New York,40.594641433747746,-73.86580998058514,6000,Boutique Cosmetics Store
No,,New York,40.594641433747746,-73.78269135520429,6000,Boutique Cosmetics Store
Yes,🔄,New York,40.60998307931944,-73.66479110160493,13000,Boutique Cosmetics Store
No,,New York,40.60998307931944,-73.58172134427831,6000,Boutique Cosmetics Store
No,,New York,40.66459729397251,-73.62325622294162,6000,Boutique Cosmetics Store
No,,New York,40.66459729397251,-73.70632598026825,6000,Boutique Cosmetics Store
No,,New York,40.60998307931944,-73.74786085893156,6000,Boutique Cosmetics Store
No,,New York,40.55536886466637,-73.70632598026825,6000,Boutique Cosmetics Store
No,,New York,40.55536886466637,-73.62325622294162,6000,Boutique Cosmetics Store
Yes,🔄,New York,40.90785076661812,-73.71438747605534,13000,Boutique Cosmetics Store
No,,New York,40.90785076661812,-73.63094464990726,6000,Boutique Cosmetics Store
No,,New York,40.96246498127119,-73.6726660629813,6000,Boutique Cosmetics Store
No,,New York,40.96246498127119,-73.75610888912937,6000,Boutique Cosmetics Store
No,,New York,40.90785076661812,-73.79783030220341,6000,Boutique Cosmetics Store
No,,New York,40.85323655196505,-73.75610888912937,6000,Boutique Cosmetics Store
No,,New York,40.85323655196505,-73.6726660629813,6000,Boutique Cosmetics Store
Yes,🔄,New York,41.01066768729868,-73.81322903287186,13000,Boutique Cosmetics Store
No,,New York,41.01066768729868,-73.72965612725216,6000,Boutique Cosmetics Store
No,,New York,41.06528190195175,-73.771442580062,6000,Boutique Cosmetics Store
No,,New York,41.06528190195175,-73.85501548568172,6000,Boutique Cosmetics Store
No,,New York,41.01066768729868,-73.89680193849156,6000,Boutique Cosmetics Store
No,,New York,40.95605347264561,-73.85501548568172,6000,Boutique Cosmetics Store
No,,New York,40.95605347264561,-73.771442580062,6000,Boutique Cosmetics Store
Yes,🔄,New York,40.9713951182173,-73.97315803130195,13000,Boutique Cosmetics Store
No,,New York,40.9713951182173,-73.88963489121147,6000,Boutique Cosmetics Store
No,,New York,41.02600933287037,-73.93139646125671,6000,Boutique Cosmetics Store
No,,New York,41.02600933287037,-74.01491960134719,6000,Boutique Cosmetics Store
No,,New York,40.9713951182173,-74.05668117139243,6000,Boutique Cosmetics Store
No,,New York,40.91678090356423,-74.01491960134719,6000,Boutique Cosmetics Store
No,,New York,40.91678090356423,-73.93139646125671,6000,Boutique Cosmetics Store
Yes,🔄,New York,40.844306415018934,-73.97315803130195,13000,Boutique Cosmetics Store
No,,New York,40.844306415018934,-73.88979526235005,6000,Boutique Cosmetics Store
No,,New York,40.898920629672006,-73.931476646826,6000,Boutique Cosmetics Store
