sorted,query,city,location_id,coordinates,name,address,website,email,flagged
true,Soap store,Los Angeles,Los Angeles_34.05_-118.24,"34.0522,-118.2437",Sustain LA,"5214 Monte Vista St, Los Angeles, CA 90042, United States",http://www.sustainla.com/,hello@sustainLA.com,
true,Soap store,Los Angeles,Los Angeles_34.05_-118.24,"34.0522,-118.2437",KleanSpa,"3414 1/2 W Magnolia Blvd, Burbank, CA 91505, United States",http://www.kleanspa.com/,818-843-1381hello@kleanspa.comCOMPLIMENTARY,
true,Soap store,Los Angeles,Los Angeles_34.05_-118.24,"34.0522,-118.2437",Aesop Studio City,"12190 Ventura Blvd, Studio City, CA 91604, United States",https://www.aesop.com/us/r/aesop-studio-city?utm_source=gmb&utm_medium=yext,rightUpArrowEmailstudiocity@aesop.com,
true,Soap store,Los Angeles,Los Angeles_34.05_-118.24,"34.0522,-118.2437",1001 Nights Soap,"7049 Shadygrove St, Tujunga, CA 91042, United States",https://www.1001nightssoap.com/contact,1001nightssoap@gmail.comFor,
true,Soap store,Los Angeles,Los Angeles_34.05_-118.24,"34.0522,-118.2437",Reformation Refill,"177 N Glendora Ave, Glendora, CA 91741, United States",http://reformationrefill.com/,info@reformationrefill.com,true
true,Boutique Cosmetics Store,Los Angeles,Los Angeles_34.05_-118.24,"34.0522,-118.2437",The Detox Market,"8380 Beverly Blvd, Los Angeles, CA 90048, United States",http://www.thedetoxmarket.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=beverly,hello@thedetoxmarket.com,
true,Boutique Cosmetics Store,Los Angeles,Los Angeles_34.05_-118.24,"34.0522,-118.2437",Shiseido Cosmetic Boutique,"2965 Harbor Blvd, Costa Mesa, CA 92626, United States",http://www.shiseidocostamesa.com/,ShiseidoCostaMesa@gmail.com,
true,Boutique Cosmetics Store,Los Angeles,Los Angeles_34.05_-118.24,"34.0522,-118.2437",Number One Beauty,"1426 Montana Ave, Santa Monica, CA 90403, United States",https://numberonebeautycenter.com/,numberonebeauty@gmail.com,
true,Boutique Cosmetics Store,Los Angeles,Los Angeles_34.05_-118.24,"34.0522,-118.2437",The Detox Market,"1231 Montana Ave, Santa Monica, CA 90403, United States",http://www.thedetoxmarket.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=montana,hello@thedetoxmarket.com,
true,Boutique Cosmetics Store,Los Angeles,Los Angeles_34.05_-118.24,"34.0522,-118.2437",Charlotte Tilbury,"189 The Grove Dr Suite O30, Los Angeles, CA 90036, United States",https://stores.charlottetilbury.com/us/ca/los-angeles/189-the-grove-dr?y_source=1_MTIxMzI0ODgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,customercare@charlottetilbury.com,
true,Boutique Cosmetics Store,Los Angeles,Los Angeles_34.05_-118.24,"34.0522,-118.2437",Charlotte Tilbury - Nordstrom Santa Anita,"400 S Baldwin Ave Suite 448-L, Arcadia, CA 91007, United States",https://stores.charlottetilbury.com/us/ca/arcadia/400-s.-baldwin-ave?y_source=1_MTIxMzI0ODctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,customercare@charlottetilbury.com,
true,Boutique Cosmetics Store,Los Angeles,Los Angeles_34.05_-118.24,"34.0522,-118.2437",Aesop Downtown LA,"862 S Broadway, Los Angeles, CA 90014, United States",https://www.aesop.com/us/r/aesop-downtown-la?utm_source=gmb&utm_medium=yext,rightUpArrowEmaildtla@aesop.com,
true,Boutique Cosmetics Store,Los Angeles,Los Angeles_34.05_-118.24,"34.0522,-118.2437",Aesop Abbot Kinney,"1504 ½ Abbot Kinney Blvd, Venice, CA 90291, United States",https://www.aesop.com/us/r/aesop-abbot-kinney?utm_source=gmb&utm_medium=yext,rightUpArrowEmailabbotkinney@aesop.com,
true,Soap store,San Francisco,San Francisco_37.77_-122.42,"37.7749,-122.4194",Simple - a neighborhood eco market + refillery,"915 Cole St, San Francisco, CA 94117, United States",https://www.simple-sf.com/,Tuesdaysshopsimple@simple-sf.com,
true,Soap store,San Francisco,San Francisco_37.77_-122.42,"37.7749,-122.4194",Aesop Hayes Valley,"411 Hayes St, San Francisco, CA 94102, United States",https://www.aesop.com/us/r/aesop-hayes-valley?utm_source=gmb&utm_medium=yext,rightUpArrowEmailhayesvalley@aesop.com,
true,Soap store,San Francisco,San Francisco_37.77_-122.42,"37.7749,-122.4194",Aesop Berkeley,"1833 Fourth St, Berkeley, CA 94710, United States",https://www.aesop.com/us/r/aesop-berkeley?utm_source=gmb&utm_medium=yext,rightUpArrowEmailberkeley@aesop.com,
true,Soap store,San Francisco,San Francisco_37.77_-122.42,"37.7749,-122.4194",Aesop Fillmore Street,"2450 Fillmore St, San Francisco, CA 94115, United States",https://www.aesop.com/us/r/aesop-fillmore-street?utm_source=gmb&utm_medium=yext,rightUpArrowEmailfillmorestreet@aesop.com,
true,Soap store,San Francisco,San Francisco_37.77_-122.42,"37.7749,-122.4194",Yuzu Soap,"43174 Christy St, Fremont, CA 94538, United States",https://www.yuzusoap.com/about/contact/,info@yuzusoap.comPhone,
true,Soap store,San Francisco,San Francisco_37.77_-122.42,"37.7749,-122.4194",Spar Soap,"2010 El Camino Real #801, Santa Clara, CA 95050, United States",https://sparsoap.com/,info@sparsoap.com,true
true,Soap store,San Francisco,San Francisco_37.77_-122.42,"37.7749,-122.4194",Juturna Studios,"25 Crescent Dr A133, Pleasant Hill, CA 94523, United States",http://juturnasustainablestudios.com/,info@juturnasustainablestudios.com25,
true,Soap store,San Francisco,San Francisco_37.77_-122.42,"37.7749,-122.4194",Aesop Jackson Square,"445 Jackson St, San Francisco, CA 94111, United States",https://www.aesop.com/us/r/aesop-jackson-square?utm_source=gmb&utm_medium=yext,rightUpArrowEmailaesopjacksonsquare@aesop.com,
true,Soap store,San Francisco,San Francisco_37.77_-122.42,"37.7749,-122.4194",Le Labo,"2238 Fillmore St, San Francisco, CA 94115, United States",http://www.lelabofragrances.com/,concierge@lelabofragrances.com,
true,Soap store,San Francisco,San Francisco_37.77_-122.42,"37.7749,-122.4194",Ministry of Scent - Mission District,"962 Valencia St, San Francisco, CA 94110, United States",https://ministryofscent.com/,94110415.896.4665info@ministryofscent.com,true
true,Soap store,San Francisco,San Francisco_37.77_-122.42,"37.7749,-122.4194",Right On! Refillery,"300 State St, Los Altos, CA 94022, United States",http://www.rightonrefillery.com/,information@rightonrefillery.com,true
true,Soap store,San Francisco,San Francisco_37.77_-122.42,"37.7749,-122.4194",TBE Herbs - Total Body Enhancement Herbs,"4455 Central Way STE C, Fairfield, CA 94534, United States",http://www.tbeherbs.com/,info@totalbodyenhancement.com,true
true,Soap store,San Francisco,San Francisco_37.77_-122.42,"37.7749,-122.4194",TokTok Beauty,"396 Barber Ln, Milpitas, CA 95035, United States",https://toktokbeauty.com/,customercare@toktokbeauty.com,
true,Soap store,San Francisco,San Francisco_37.77_-122.42,"37.7749,-122.4194",Sustainable Exchange,"1406 4th St, San Rafael, CA 94901, United States",https://www.sustainablexchange.com/,Customerservice@sustainablexchange.com,true
true,Soap store,San Francisco,San Francisco_37.77_-122.42,"37.7749,-122.4194",MALIN+GOETZ,"508 Hayes St, San Francisco, CA 94102, United States",https://www.malinandgoetz.com/hayes-shop,info@malinandgoetz.com,true
true,Boutique Cosmetics Store,San Francisco,San Francisco_37.77_-122.42,"37.7749,-122.4194",Charlotte Tilbury - Bloomingdales San Francisco Centre,"845 Market St Bloomingdales, San Francisco, CA 94103, United States",https://stores.charlottetilbury.com/us/ca/san-francisco/845-market-st?y_source=1_MTQ5NzI4NDUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,customercare@charlottetilbury.com,
true,Boutique Cosmetics Store,San Francisco,San Francisco_37.77_-122.42,"37.7749,-122.4194",Ayla,"1825 Bush St, San Francisco, CA 94109, United States",http://aylabeauty.com/,help@aylabeauty.com,true
true,Boutique Cosmetics Store,San Francisco,San Francisco_37.77_-122.42,"37.7749,-122.4194",Charlotte Tilbury - Nordstrom Walnut Creek (San Francisco),"1200 Broadway Plaza Nordstrom, Walnut Creek, CA 94596, United States",https://stores.charlottetilbury.com/us/ca/walnut-creek/1200-broadway-plaza?y_source=1_MTQ5NzI5MTQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,customercare@charlottetilbury.com,
true,Boutique Cosmetics Store,San Francisco,San Francisco_37.77_-122.42,"37.7749,-122.4194",Aesop Stanford,"660 Stanford Shopping Center #126C, Palo Alto, CA 94304, United States",https://www.aesop.com/us/r/aesop-stanford?utm_source=gmb&utm_medium=yext,rightUpArrowEmailstanford@aesop.com,
true,Boutique Cosmetics Store,San Francisco,San Francisco_37.77_-122.42,"37.7749,-122.4194",The Face Shop,"1737 Post St #300, San Francisco, CA 94115, United States",https://www.kpopbeauty.com/,contact@kpopbeauty.com3291,
true,Soap store,Seattle,Seattle_47.61_-122.33,"47.6062,-122.3321",Soap & Clay,"5315 57th St NW Suite 4A, Gig Harbor, WA 98335, United States",https://soapandclay.com/,info@soapandclay.com,true
true,Soap store,Seattle,Seattle_47.61_-122.33,"47.6062,-122.3321",Ascent Soap Co.,"3831 S 305th Pl, Auburn, WA 98001, United States",https://ascentsoapco.com/,info206.595.7609ascentsoapco@yahoo.comDelivery,
true,Soap store,Seattle,Seattle_47.61_-122.33,"47.6062,-122.3321",Aesop University Village,"2627 NE University Village St, Seattle, WA 98105, United States",https://www.aesop.com/us/r/aesop-university-village/,rightUpArrowEmailuniversityvillage@aesop.com,
true,Soap store,Seattle,Seattle_47.61_-122.33,"47.6062,-122.3321",Heavenly Soap,"115 3/4 W Main St #101, Monroe, WA 98272, United States",http://www.soapbypatti.com/,filler@godaddy.comOrdersMy,
true,Soap store,Seattle,Seattle_47.61_-122.33,"47.6062,-122.3321",Aesop Capitol Hill,"321 E Pine St, Seattle, WA 98122, United States",https://www.aesop.com/us/r/aesop-capitol-hill?utm_source=gmb&utm_medium=yext,rightUpArrowEmailcapitolhill@aesop.com,
true,Soap store,Seattle,Seattle_47.61_-122.33,"47.6062,-122.3321",Le Labo,"Odd fellows building, 921 E Pine St, Seattle, WA 98122, United States",http://www.lelabofragrances.com/,concierge@lelabofragrances.com,
true,Soap store,Seattle,Seattle_47.61_-122.33,"47.6062,-122.3321",Love Lurra,"3427 Fremont Pl N, Seattle, WA 98103, United States",https://lovelurra.com/,hello@lovelurra.com253,
