sorted,query,city,location_id,coordinates,name,address,website,email,flagged
true,witch store,New York City,,,East Meets West,"2655 Richmond Ave, Staten Island, NY 10314, United States",http://eastmeetswestusa.com/,support@eastmeetswestusa.com,true
true,witch store,New York City,,,Circe Boutique,"176 E 7th St, Paterson, NJ 07524, United States",http://www.circeboutique.com/,Statessupport@circeboutique.com,true
true,witch store,New York City,,,The OSM Shop,"203 Harrison Pl, Brooklyn, NY 11237, United States",https://book.heygoldie.com/The-OSM-Shop,13477420336theosmshop@gmail.comhttp,
true,witch store,New York City,,,Everlast Crystal,"2372 Amsterdam Ave, New York, NY 10033, United States",https://www.everlastcrystal.com/,Crystal646-678-3709everlastcrystal1@gmail.com,
true,witch store,New York City,,,The Good Witch Coffee Bar,"134 Southside Ave, Hastings-On-Hudson, NY 10706, United States",http://goodwitchcoffeebar.com/,920-4077hello@goodwitchcoffeebar.com,
true,witch store,New York City,,,The Amulet Fairy,"Common Ground Marketplace Storefront, 495 Flatbush Ave Suite I, Brooklyn, NY 11225, United States",http://www.theamuletfairy.com/,theamuletfairy@gmail.com,
true,witch store,New York City,,,K Wellness Holistic Healing Medical Spa,"38 W 32nd St Suite 1300, New York, NY 10001, United States",https://kwellnessnyc.com/appointment/,kwellness38@gmail.com,
true,witch store,New York City,,,Modern Druid,"60 S Broadway, Nyack, NY 10960, United States",http://moderndruid.com/,filler@godaddy.comHomeUpcoming,
true,witch store,New York City,,,Sweet Freya Love,"630 Old Country Rd, Garden City, NY 11530, United States",https://sweetfreya.com/,filler@godaddy.comHomeShopContact,
true,witch store,New York City,,,New Lunar Light,"The Orchards at Colts Neck, Suite 111, Colts Neck, NJ 07722, United States",https://newlunarlight.com/,Contactnewlunarlight@gmail.com,true
true,fantasy gift shop,Tampa,,,"Intergalactic Plastic - Toys, Comics, Games","4419 Florida Ave S, Lakeland, FL 33813, United States",http://intergalacticplastic.com/,Intergalacticplastictoys@gmail.com4419,
true,fantasy gift shop,Tampa,,,Fantasy Kiosk,"3501 W Vine St Suite 334, Kissimmee, FL 34741, United States",https://www.fantasykiosk.com/,Boule@BBNOnlineSolutions.com,
true,fantasy gift shop,Tampa,,,Sans Market Zero Waste Store,"1037 Central Ave, St. Petersburg, FL 33705, United States",http://www.sans.market/,orders@sans.market,
true,fantasy gift shop,Tampa,,,Main Street Bakery NPR,"5500 Main St #115, New Port Richey, FL 34652, United States",http://mainstreetbakery-npr.com/,ClosedMainstreetbakery@gmail.com,
true,fantasy gift shop,Tampa,,,St Pete Bike Rentals,"1975 3rd Ave S, St. Petersburg, FL 33712, United States",https://www.stpetebikingtours.com/bikerentals,info@stpetebikingtours.combottom,
true,fantasy gift shop,Tampa,,,Sri Fine Wine & Spirits,"10312 Bloomingdale Ave, Riverview, FL 33578, United States",http://www.srifws.com/,srifinewineandspirits@gmail.com,
true,fantasy gift shop,Tampa,,,REBEL Convenience Store,"5426 Little Rd, New Port Richey, FL 34655, United States",https://www.rebelstores.com/,loyalty@rebelcstores.com,
true,fantasy gift shop,Tampa,,,Frida's Cafe & Bakery,"9700 Ulmerton Rd, Largo, FL 33771, United States",http://www.fridascafe.com/,info@fridascafe.comHoursMon06,
true,fantasy gift shop,Tampa,,,REBEL Convenience Stores,"7319 Plathe Rd, New Port Richey, FL 34653, United States",http://rebelstores.com/,loyalty@rebelcstores.com,
true,fantasy gift shop,Tampa,,,Fantasy Gifts,"18 Ford Products Rd, Valley Cottage, NY 10989, United States",http://fantasy-gift.com/,bob@fantasy-gift.com,
true,fantasy gift shop,Tampa,,,Let Me Ink You,"2252 Gulf to Bay Blvd, Clearwater, FL 33765, United States",https://letmeinkyou.com/,filler@godaddy.comMy,
true,fantasy gift shop,Tampa,,,ABC Medical Equipment & Scrubs,"15119 US-19, Hudson, FL 34667, United States",http://www.abcmedicalandoxygen.com/,abcmedical@verizon.netHoursOpen,
true,fantasy gift shop,Tampa,,,REBEL Convenience Stores,"500 S Ft Harrison Ave, Clearwater, FL 33756, United States",http://www.rebelstores.com/,loyalty@rebelcstores.com,
true,fantasy gift shop,Tampa,,,Oblivion Games,"4350 W Waters Ave suite 104, Tampa, FL 33614, United States",https://www.oblivion-games.com/,Obliviontampa@gmail.com,
true,fantasy gift shop,Tampa,,,REBEL Convenience Stores,"2577 Harn Blvd, Clearwater, FL 33764, United States",http://rebelstores.com/,loyalty@rebelcstores.com,
true,fantasy gift shop,Tampa,,,BoxLunch,"459 Brandon Town Center Dr Space 917, Brandon, FL 33511, United States",https://www.boxlunch.com/stores-details?StoreId=4516,boxlunchonline@boxlunch.com,
true,fantasy gift shop,St Augustine,,,Aunt Matilda's Steampunk Trunk,"142 St George St, St. Augustine, FL 32084, United States",http://www.auntmatildas.com/,matilda@auntmatildas.com,
true,fantasy gift shop,St Augustine,,,Fantasy Kiosk,"3501 W Vine St Suite 334, Kissimmee, FL 34741, United States",https://www.fantasykiosk.com/,Boule@BBNOnlineSolutions.com,
true,fantasy gift shop,St Augustine,,,Peterbrooke Chocolatier Atlantic Beach,"363 Atlantic Blvd Suite 11, Atlantic Beach, FL 32233, United States",https://www.peterbrooke.com/pages/atlantic-beach,brooke@peterbrooke.com,
true,fantasy gift shop,St Augustine,,,Sunset Intimates,"5250 Baymeadows Rd #1, Jacksonville, FL 32257, United States",https://sunsetnovelties.com/,support@sunsetnovelties.com,true
true,fantasy gift shop,St Augustine,,,Golden Liquor,"11900 Atlantic Blvd #225, Jacksonville, FL 32225, United States",https://www.goldenliquorjax.com/,438-5168goldenliquorjax@gmail.com11900,
true,fantasy gift shop,St Augustine,,,Fantasy Gifts,"18 Ford Products Rd, Valley Cottage, NY 10989, United States",http://fantasy-gift.com/,bob@fantasy-gift.com,
true,fantasy gift shop,New Orleans,,,Fantasy Gifts,"18 Ford Products Rd, Valley Cottage, NY 10989, United States",http://fantasy-gift.com/,bob@fantasy-gift.com,
true,witch store,New Orleans,,,Sassy Magick,"1301 Decatur St, New Orleans, LA 70116, United States",http://sassymagick.com/,Info504-354-1165sassy.magick@gmail.com,true
true,witch store,New Orleans,,,Sassy Magick Noir,"840 Royal St, New Orleans, LA 70116, United States",http://sassymagick.com/,Info504-354-1165sassy.magick@gmail.com,true
true,witch store,New Orleans,,,Esoterica Occult Goods,"621 Toulouse St, New Orleans, LA 70130, United States",http://www.onewitch.com/,esotericaoccultgoods@gmail.com,
true,witch store,New Orleans,,,Path of Awakenings,"1212 N Rampart St, New Orleans, LA 70116, United States",https://www.pathofawakenings.com/,hello@pathofawakenings.comADDRESS,
true,witch store,New Orleans,,,Mystic Resource Center,"1708 Lake Ave, Metairie, LA 70005, United States",https://www.mysticresourcecenter.com/,mysticbycm@gmail.comTel,
true,witch store,New Orleans,,,Rosalie Botanicals,"3201 Toulouse St, New Orleans, LA 70119, United States",https://rosaliebotanicals.com/,rosalieapothecary@gmail.com,
true,witch store,New Orleans,,,Sassy Magick Boutique,"230 Chartres St, New Orleans, LA 70130, United States",https://www.sassymagick.com/,Info504-354-1165sassy.magick@gmail.com,true
true,witch store,New Orleans,,,Voodoo Authentica Inc,"612 Dumaine St, New Orleans, LA 70116, United States",http://www.voodooshop.com/,info@voodooshop.com,true
true,witch store,New Orleans,,,Thorn & Moon Apothecary,"113 E 24th St A, Houston, TX 77008, United States",https://www.thornandmoon.com/,77008713-393-7956thornandmoon@gmail.comMon,
true,tabletop game store,New Orleans,,,PokéNOLA Collectibles,"5928 W Metairie Ave Ste 1, Metairie, LA 70003, United States",https://www.pokenola.com/,scott@pokenola.com,
true,tabletop game store,New Orleans,,,Media Men Cards & Collectibles,"3719 Magazine St, New Orleans, LA 70115, United States",http://www.mediamencardsandcollectibles.com/,filler@godaddy.comHomeAbout,
true,tabletop game store,New Orleans,,,Z'otz Cafe,"8210 Oak St #2042, New Orleans, LA 70118, United States",http://www.zotzcafe.com/,Owner@zotzcafe.comFOLLOW,
true,tabletop game store,New Orleans,,,Tabletops Hobbies & Games,"2645 Murfreesboro Pike, Nashville, TN 37217, United States",https://tabletopshobbiesandgames.crystalcommerce.com/,TabletopsHobbiesandGames@gmail.com,
true,tabletop game store,New Orleans,,,TableTop Game & Hobby,"9156 Metcalf Ave, Overland Park, KS 66212, United States",http://www.tabletopgameandhobby.com/,66212913-962-4263customerservice@tabletopgameandhobby.com,true
true,witch store,Salem,,,The Cauldron Black,"65 Wharf St, Salem, MA 01970, United States",https://www.thecauldronblack.com/,01970978-744-2492info@thecauldronblack.comHomeShopSpiritual,
true,witch store,Salem,,,Crow Haven Corner,"125 Essex St, Salem, MA 01970, United States",http://www.crowhavencorner.com/,CrowHavenC@yahoo.com,
true,witch store,Salem,,,Bohemian Cove: Magic & Soul Center,"63 River St, Haverhill, MA 01832, United States",http://www.bohemiancove.com/,bohemiancove@yahoo.com,
true,witch store,Salem,,,The Bohemian - Bedford,"85 S River Rd #3, Bedford, NH 03110, United States",http://www.thebohemian603.com/,Statesthebohemian603@gmail.com,
true,witch store,Salem,,,The Sea Wych Salem,"1 Derby Square Suite 4 (2nd floor, Salem, MA 01970, United States",http://theseawych.com/,CONTACT@THESEAWYCH.COMbottom,
true,witch store,Salem,,,Hermetic Arts Learning Center,"96 Boston St, Salem, MA 01970, United States",http://www.hermeticartssalem.com/,ContactDavidn418@yahoo.com,true
true,witch store,Salem,,,The Magic Parlor,"213 Essex St, Salem, MA 01970, United States",https://magicparlor.com/,01970magicparlor12@gmail.comOpen,
true,witch store,Salem,,,Enchanted Fox,"174 Main St, Medway, MA 02053, United States",http://enchantedfox.com/,02053theenchantedfox@gmail.com,
true,witch store,Salem,,,Kitchenwitch,"671 Centre St, Jamaica Plain, MA 02130, United States",http://kitchenwitchjp.com/,12-5617.524.6800kitchenwitch02130@gmail.com,
true,witch store,Salem,,,Ravenstone,"58 Exchange St, Lynn, MA 01901, United States",https://www.ravenstonegifts.com/,01901info@ravenstonegifts.com,true
true,witch store,Salem,,,The Good Witch of Salem,"2 North St, Salem, MA 01970, United States",https://goodwitchofsalem.com/,info@goodwitchofsalem.com,true
true,witch store,Salem,,,Black Cat Curiosity Shoppe,"234 Essex St, Salem, MA 01970, United States",http://blackcatsalem.com/,info@blackcatsalem.com,true
true,witch store,Salem,,,The Serendipity Place,"9 Vernon St, Framingham, MA 01701, United States",https://www.theserendipityplace.com/,TheSerendipityPlaceEmail@gmail.com,
true,witch store,Salem,,,The Witchery,"86 Wharf St, Salem, MA 01970, United States",http://thewitcherysalem.com/,filler@godaddy.comHomeCraftWitchBroom,
true,witch store,Salem,,,Soy Much Brighter Candle Co.,"285 Rantoul St, Beverly, MA 01915, United States",http://www.soymuchbrighter.com/,bebright@soymuchbrighter.com,
true,witch store,Salem,,,Dairy Witch Ice Cream,"117 Boston St, Salem, MA 01970, United States",http://www.dairywitch.com/,744-5413dairywitchicecream@yahoo.com,
true,witch store,Salem,,,L'APPEL DU VIDE,"208 Derby St, Salem, MA 01970, United States",https://lappelduvidesalem.com/,info@lappelduvidesalem.com,true
true,witch store,Portland,,,Moonshadow,"3819 SE Belmont St, Portland, OR 97214, United States",http://moonshadowmagick.com/,shop@moonshadowmagick.com,
true,witch store,Portland,,,The Raven's Wing Magical Co.,"7927 SE 13th Ave, Portland, OR 97202, United States",http://theravenswingmagicalco.com/,info@theravenswing.comMagical,
true,witch store,Portland,,,Through The Veil,"6698 NE Alder St, Hillsboro, OR 97124, United States",https://www.throughtheveilshop.com/,throughtheveilshop@gmail.com,
true,witch store,Portland,,,Botanica Brillante,"600 SE 181st Ave, Portland, OR 97233, United States",http://www.botanicabrillante.com/,admin@botanicabrillante.com,true
true,witch store,Portland,,,The Skeleton Key Vintage,"937 SW 10th Ave, Portland, OR 97205, United States",https://skeletonkeyodditorium.com/,Theskeletonkeypdx@gmail.com,
true,witch store,Portland,,,Seagrape Apothecary,"2823 NE Sandy Blvd, Portland, OR 97232, United States",https://www.seagrapeapothecary.com/,97232info@seagrapeapothecary.com,true
true,witch store,Portland,,,Psychic Sister,"entrance on 19th, 1829 NE Alberta St ste c, Portland, OR 97211, United States",http://www.psychic-sister.com/,olympia@psychic-sister.com360,
true,witch store,Portland,,,Gaia's Workshop,"475 NE Burnside Rd, Gresham, OR 97030, United States",http://www.gaiasworkshop.com/,gaiasworkshop@gmail.com,
true,witch store,Portland,,,The Crystal Crossroads Gifts,"200 W 1st St, Newberg, OR 97132, United States",http://thecrystalcrossroads.com/,filler@godaddy.comHomeHours,
true,witch store,Portland,,,Weird Sisters,"8836 N Lombard St, Portland, OR 97203, United States",https://www.weirdsistersyarn.com/,SubscribeSOCIALINSTAGRAMFACEBOOKRAVELRYinfo@weirdsistersyarn.com,true
true,witch store,Portland,,,The Skeleton Key Odditorium,"939 SW 10th Ave, Portland, OR 97205, United States",http://www.skeletonkeyodditorium.com/,Theskeletonkeypdx@gmail.com,
true,witch store,Portland,,,Mystery Gallery,"13750 SE McLoughlin Blvd, Oak Grove, OR 97222, United States",http://www.mysterygalleryrocks.com/,MysteryGallery3@gmail.com,
true,witch store,Portland,,,The Crystal Guide,"8145 SE 82nd Ave, Portland, OR 97266, United States",http://www.thecrystalguide.com/,thecrystalguidemichelle@gmail.com,
true,witch store,Portland,,,LivingStone Rocks,"1220 SE Grand Ave, Portland, OR 97214, United States",https://livingstonerocks.com/,info@livingstonerocks.com,true
true,witch store,Portland,,,Acorns & Threads,"4475 SW Scholls Ferry Rd #158, Portland, OR 97225, United States",http://www.acornsandthreads.com/,custserv@acornsandthreads.com,
true,witch store,Portland,,,The Herb Shoppe,"4549 NE 36th Ave, Portland, OR 97211, United States",http://theherbshoppepdx.com/,info@theherbshoppepharmacy.comNeed,
true,witch store,Portland,,,Rose Garden Store,"850 SW Rose Garden Way, Portland, OR 97205, United States",https://www.portland.gov/parks/washington-park-international-rose-test-garden,email311@portlandoregon.gov,
true,witch store,Portland,,,ClockWork Rose Tea Emporium,"12412 SW Broadway St, Beaverton, OR 97005, United States",http://www.clockworkrosetea.com/,States503-739-5120info@clockworkrosetea.com,true
true,witch store,Portland,,,Permapost Products Co,"4205 SE Witch Hazel Rd, Hillsboro, OR 97123, United States",http://www.permapost.com/,648-4156info@permapost.comwww.permapost.comwww.klear-gard25.com,true
true,witch store,Portland,,,Thorn & Moon Apothecary,"113 E 24th St A, Houston, TX 77008, United States",https://www.thornandmoon.com/,77008713-393-7956thornandmoon@gmail.comMon,
true,tabletop game store,Portland,,,Dice Age Games,"10411 NE Fourth Plain Blvd #127, Vancouver, WA 98662, United States",https://www.diceagegames.com/,info@diceagegames.com,true
true,tabletop game store,Portland,,,Red Castle Games,"7160 SE Foster Rd, Portland, OR 97206, United States",http://www.redcastlegames.com/,events@redcastlegames.com,
true,tabletop game store,Portland,,,The Portland Game Store,"922 N Killingsworth St, Portland, OR 97217, United States",http://www.theportlandgamestore.com/,info@theportlandgamestore.com,true
true,tabletop game store,Portland,,,Contrarian's Game Cafe,"14313 NE 20th Ave # A112, Vancouver, WA 98686, United States",https://contrariangaming.com/,433-2914customer.service@contrariangaming.com,true
true,tabletop game store,Portland,,,Geeks & Games,"1656 C Beavercreek Rd, Oregon City, OR 97045, United States",http://www.ocgeeksandgames.com/,info@ocgeeksandgames.com,true
true,tabletop game store,Portland,,,Cloud Cap Games,"1226 SE Lexington St, Portland, OR 97202, United States",http://cloudcapgames.com/,info@cloudcapgames.com,true
true,tabletop game store,Portland,,,Grove Warden Games,"147 NE 43rd Ave, Hillsboro, OR 97124, United States",https://www.grovewarden.games/,Contactinfo@grovewarden.games,
true,tabletop game store,Portland,,,BatCave Games,"13215 SE Mill Plain Blvd #C9, Vancouver, WA 98684, United States",https://batcave.games/,counter@batcavegames.com,
true,tabletop game store,Portland,,,Battle Grounds Gaming Cafe,"3738 NE Sandy Blvd, Portland, OR 97232, United States",https://www.battlegroundsgamingcafe.com/,quest@battlegroundsgamingcafe.comHEYLO,
true,tabletop game store,Portland,,,Reality Break Games,"8229 SW Wilsonville Rd D, Wilsonville, OR 97070, United States",https://www.realitybreakgames.com/,info@realitybreakgames.com,true
true,tabletop game store,Portland,,,The Clubhouse,"11876 SW Beaverton Hillsdale Hwy, Beaverton, OR 97005, United States",http://clubhousebeaverton.com/,theclubhousegaming@gmail.com,
true,tabletop game store,Portland,,,Board Bard Games,"7960 SE Stark St, Portland, OR 97215, United States",https://www.theboardbard.com/,info@theboardbard.com,true
true,tabletop game store,Portland,,,Goin' Gaming,"165 Buxton Rd, Troutdale, OR 97060, United States",http://www.goingaming.com/,goingamingstore@gmail.com,
true,tabletop game store,Portland,,,Bridge City Hobbies,"1535 NE Village St, Fairview, OR 97024, United States",https://bridgecityhobbies.com/,274-2590contact@bridgecityhobbies.com,true
true,tabletop game store,Portland,,,Disc Heroes,"2614 SE 162nd Ave, Portland, OR 97236, United States",http://discheroesllc.com/,discheroes2013@gmail.com,
true,fantasy gift shop,Portland,,,FANTASY Tigard,"6440 SW Coronado St, Portland, OR 97219, United States",https://www.fantasyforadultsonly.com/contact-form/,jobs@fantasyforadultsonly.com,
true,fantasy gift shop,Portland,,,Sonny's House of Tattoos and Treasures,"2504 NE Sandy Blvd, Portland, OR 97232, United States",http://sonnyshouse.com/,welcome@sonnyshouse.com,
true,fantasy gift shop,Portland,,,FANTASY Clackamas,"15536 SE 82nd Dr, Clackamas, OR 97015, United States",https://www.fantasyforadultsonly.com/contact-form/,jobs@fantasyforadultsonly.com,
true,fantasy gift shop,Portland,,,HUSTLER® Hollywood,"8880 SW Scholls Ferry Rd, Portland, OR 97223, United States",https://hustlerhollywood.com/pages/store-portland-oregon?utm_source=gmb&utm_medium=maps,customercare@hustlerhollywood.com,
true,fantasy gift shop,Portland,,,HUSTLER® Hollywood,"11803 SE Mill Plain Blvd Suite 102, Vancouver, WA 98684, United States",https://hustlerhollywood.com/pages/store-vancouver-washington?utm_source=gmb&utm_medium=maps,customercare@hustlerhollywood.com,
true,fantasy gift shop,Portland,,,Third Eye Books Accessories & Gifts LLC,"2518 SE 33rd Ave, Portland, OR 97202, United States",http://www.thirdeyebag.com/,INFO@THIRDEYEBAG.COM,true
true,witch store,Los Angeles,,,House of Sacred Harmony,"11731 Santa Monica Blvd, Los Angeles, CA 90025, United States",http://www.houseofsacredharmony.com/,TheHouseOfSacredHarmony@gmail.com,
true,witch store,Los Angeles,,,Mystic Botanica,"Main Place Mall, 2800 N Main St Space 548, Santa Ana, CA 92705, United States",http://www.mysticbotanicaonline.com/,325-9527Mysticbotanica@gmail.com,
true,witch store,Los Angeles,,,The Green Man,"824 N Hollywood Way, Burbank, CA 91505, United States",http://www.thegreenmanstore.com/,info@thegreenmanstore.com,true
true,witch store,Los Angeles,,,Alexandria II,"170 S Lake Ave #100, Pasadena, CA 91101, United States",http://www.alexandria2.com/,info@alexandria2.combottom,
true,witch store,Los Angeles,,,Mystic Journey,"2923 Main St, Santa Monica, CA 90405, United States",https://www.mysticjourneyla.com/,info@MysticJourneyLA.com,true
true,witch store,Los Angeles,,,Crystal Candle Hub 3,"7561 Melrose Ave, Los Angeles, CA 90046, United States",https://crystalcandlehub.com/,info@crystalcandlehub.comPhone,
true,witch store,Los Angeles,,,The Crystal Shrine,"1006 Lima St, Burbank, CA 91505, United States",http://www.thecrystalshrine.com/,955-5114info@thecrystalshrine.comSubscribe,
true,witch store,Los Angeles,,,Pan’s Apothika aka Panpipes,"4856 Santa Monica Blvd, Los Angeles, CA 90029, United States",http://www.panpipes.com/,theseasideghost@gmail.com,
true,witch store,Los Angeles,,,MAGIC WEHO,"464 N Doheny Dr, West Hollywood, CA 90048, United States",http://magicweho.com/,star@wehomagic.com,
true,witch store,Los Angeles,,,Lunam Love,"12512 Whittier Blvd, Whittier, CA 90602, United States",http://www.lunamlove.com/,support@lunamlove.com,true
true,witch store,Los Angeles,,,Crystal Palace by Simon,"24201 Valencia Blvd, Santa Clarita, CA 91355, United States",https://www.crystalpalacebysimon.com/,CRYSTALPALACEBYSIMON@GMAIL.COMEnter,
true,witch store,Los Angeles,,,"GypsyLuv - For Crystals, Tarot, & Healings","844 E Mission Blvd, Pomona, CA 91766, United States",http://www.gypsyluv.com/,gypsyluvinfo@gmail.comStore,
true,witch store,Los Angeles,,,Crystal Candle Hub,"748 1/2 Vine St, Los Angeles, CA 90038, United States",https://crystalcandlehub.com/,info@crystalcandlehub.comPhone,
